,label
40844,1.0
47663,1.0
12063,0.0
11144,0.0
42343,1.0
22232,0.0
47785,1.0
13857,0.0
29044,0.0
32285,1.0
48526,1.0
45837,1.0
42897,1.0
46743,1.0
10624,0.0
49183,1.0
25039,0.0
34133,1.0
14049,0.0
21806,0.0
33582,1.0
21802,0.0
9876,0.0
2758,0.0
12623,0.0
15940,0.0
34366,1.0
29351,0.0
28681,0.0
14080,0.0
29986,0.0
19920,0.0
38667,1.0
13811,0.0
35157,1.0
23951,0.0
11501,0.0
23084,0.0
49132,1.0
25428,0.0
10924,0.0
940,0.0
8373,0.0
46733,1.0
42177,1.0
15314,0.0
43727,1.0
45305,1.0
48131,1.0
49826,1.0
772,0.0
40726,1.0
48797,1.0
41381,1.0
46045,1.0
12011,0.0
31224,0.0
32974,1.0
11937,0.0
32214,1.0
9425,0.0
48904,1.0
40789,1.0
36300,1.0
30232,0.0
33380,1.0
329,0.0
17402,0.0
35369,1.0
3026,0.0
48635,1.0
32114,1.0
24914,0.0
48083,1.0
10714,0.0
13894,0.0
3333,0.0
25697,0.0
15115,0.0
3573,0.0
43992,1.0
47302,1.0
3611,0.0
34925,1.0
11257,0.0
14458,0.0
25866,0.0
27108,0.0
48844,1.0
22919,0.0
22384,0.0
49172,1.0
40382,1.0
25771,0.0
32231,1.0
14340,0.0
44404,1.0
39757,1.0
2943,0.0
44569,1.0
36095,1.0
24905,0.0
47560,1.0
22088,0.0
28968,0.0
13176,0.0
31942,0.0
800,0.0
19248,0.0
40924,1.0
21311,0.0
26733,0.0
5031,0.0
17739,0.0
41015,1.0
5667,0.0
29922,0.0
4860,0.0
41920,1.0
15964,0.0
19351,0.0
9385,0.0
21266,0.0
43931,1.0
24733,0.0
36676,1.0
2515,0.0
7546,0.0
22650,0.0
1087,0.0
43309,1.0
21647,0.0
41474,1.0
20831,0.0
46196,1.0
24152,0.0
29919,0.0
29513,0.0
48790,1.0
31502,0.0
17767,0.0
39026,1.0
34080,1.0
31117,0.0
9371,0.0
29522,0.0
40515,1.0
20843,0.0
5979,0.0
2651,0.0
39862,1.0
3426,0.0
357,0.0
19313,0.0
12983,0.0
25276,0.0
46839,1.0
15217,0.0
32857,1.0
43000,1.0
8119,0.0
3514,0.0
2447,0.0
22697,0.0
19795,0.0
49589,1.0
16321,0.0
24125,0.0
25402,0.0
17051,0.0
20381,0.0
29233,0.0
14791,0.0
28935,0.0
32064,1.0
8675,0.0
19230,0.0
30268,0.0
22730,0.0
22819,0.0
39730,1.0
45581,1.0
46825,1.0
48649,1.0
2463,0.0
7229,0.0
2552,0.0
17869,0.0
41144,1.0
21920,0.0
35046,1.0
44963,1.0
47033,1.0
6524,0.0
4921,0.0
48319,1.0
9169,0.0
36825,1.0
11544,0.0
42646,1.0
12385,0.0
35853,1.0
17189,0.0
20196,0.0
25941,0.0
31125,0.0
32959,1.0
35024,1.0
38750,1.0
25948,0.0
31582,0.0
6991,0.0
22220,0.0
9419,0.0
32441,1.0
7051,0.0
47586,1.0
13402,0.0
22792,0.0
36784,1.0
20165,0.0
43476,1.0
21815,0.0
39607,1.0
47110,1.0
22374,0.0
3778,0.0
23077,0.0
28269,0.0
32040,1.0
13294,0.0
1138,0.0
45842,1.0
38148,1.0
30884,0.0
13182,0.0
2322,0.0
47332,1.0
20956,0.0
8834,0.0
46226,1.0
22959,0.0
26923,0.0
41071,1.0
16055,0.0
1225,0.0
14816,0.0
38109,1.0
7217,0.0
47379,1.0
23760,0.0
5101,0.0
44710,1.0
15110,0.0
26579,0.0
11886,0.0
49112,1.0
15513,0.0
42854,1.0
32106,1.0
49345,1.0
18781,0.0
17204,0.0
18567,0.0
2868,0.0
24605,0.0
24410,0.0
15508,0.0
21294,0.0
45126,1.0
4691,0.0
11603,0.0
21495,0.0
7475,0.0
10162,0.0
2067,0.0
38290,1.0
10462,0.0
2175,0.0
30223,0.0
14778,0.0
41498,1.0
24291,0.0
30483,0.0
26860,0.0
46524,1.0
61,0.0
34774,1.0
26575,0.0
199,0.0
3978,0.0
14685,0.0
7117,0.0
19268,0.0
14711,0.0
47914,1.0
43869,1.0
27996,0.0
16143,0.0
44878,1.0
33355,1.0
7215,0.0
596,0.0
20094,0.0
12870,0.0
45391,1.0
1494,0.0
26675,0.0
12313,0.0
8878,0.0
12171,0.0
33252,1.0
19748,0.0
42895,1.0
13431,0.0
18879,0.0
32061,1.0
49512,1.0
12002,0.0
16801,0.0
4205,0.0
43162,1.0
19636,0.0
9452,0.0
34116,1.0
44734,1.0
48061,1.0
26447,0.0
3930,0.0
809,0.0
18513,0.0
42415,1.0
36092,1.0
27471,0.0
1574,0.0
44328,1.0
26695,0.0
12196,0.0
41665,1.0
9185,0.0
41788,1.0
26254,0.0
2170,0.0
13927,0.0
4660,0.0
40161,1.0
43116,1.0
37773,1.0
19939,0.0
19673,0.0
13196,0.0
34102,1.0
28926,0.0
46177,1.0
12526,0.0
34264,1.0
8337,0.0
36094,1.0
33553,1.0
6034,0.0
39302,1.0
29348,0.0
15763,0.0
17512,0.0
2653,0.0
16593,0.0
38728,1.0
44516,1.0
30369,0.0
42604,1.0
4118,0.0
17991,0.0
69,0.0
9892,0.0
39182,1.0
9608,0.0
22150,0.0
37378,1.0
9421,0.0
19408,0.0
33042,1.0
37456,1.0
44228,1.0
5292,0.0
47378,1.0
36127,1.0
10667,0.0
45951,1.0
37903,1.0
33227,1.0
39968,1.0
25468,0.0
49285,1.0
10520,0.0
4019,0.0
35547,1.0
20612,0.0
30229,0.0
12811,0.0
38058,1.0
43496,1.0
47907,1.0
32787,1.0
36144,1.0
48331,1.0
21002,0.0
4288,0.0
47679,1.0
34364,1.0
41276,1.0
9292,0.0
1710,0.0
10971,0.0
33820,1.0
17805,0.0
7602,0.0
3265,0.0
25328,0.0
9186,0.0
17672,0.0
39680,1.0
17403,0.0
26207,0.0
19242,0.0
29893,0.0
14941,0.0
43350,1.0
43278,1.0
39853,1.0
22427,0.0
48818,1.0
49002,1.0
18786,0.0
29622,0.0
27876,0.0
21679,0.0
38451,1.0
16897,0.0
5780,0.0
1994,0.0
47053,1.0
40676,1.0
39146,1.0
12129,0.0
40157,1.0
43667,1.0
26496,0.0
10836,0.0
3725,0.0
9162,0.0
39707,1.0
46898,1.0
11678,0.0
31300,0.0
20101,0.0
37628,1.0
6133,0.0
13495,0.0
21327,0.0
322,0.0
14121,0.0
9294,0.0
15701,0.0
25891,0.0
34161,1.0
10603,0.0
3457,0.0
25456,0.0
36158,1.0
14632,0.0
35873,1.0
28446,0.0
11899,0.0
1744,0.0
20512,0.0
26973,0.0
42697,1.0
35175,1.0
21320,0.0
19032,0.0
47013,1.0
49315,1.0
47406,1.0
35460,1.0
36154,1.0
39280,1.0
555,0.0
42890,1.0
26865,0.0
16078,0.0
42506,1.0
40521,1.0
18499,0.0
22385,0.0
39601,1.0
17306,0.0
2529,0.0
12404,0.0
31274,0.0
9376,0.0
41911,1.0
15716,0.0
38637,1.0
42007,1.0
20291,0.0
9820,0.0
25579,0.0
38953,1.0
9326,0.0
22782,0.0
33216,1.0
28917,0.0
19879,0.0
33419,1.0
43685,1.0
11815,0.0
43697,1.0
17635,0.0
840,0.0
48918,1.0
27883,0.0
36894,1.0
18549,0.0
15872,0.0
47264,1.0
22825,0.0
5129,0.0
434,0.0
5108,0.0
26282,0.0
36519,1.0
38495,1.0
655,0.0
566,0.0
47550,1.0
23506,0.0
9509,0.0
19890,0.0
3337,0.0
40946,1.0
35492,1.0
40740,1.0
17580,0.0
49396,1.0
5137,0.0
13430,0.0
16183,0.0
31471,0.0
21140,0.0
35037,1.0
6668,0.0
11507,0.0
28275,0.0
4508,0.0
18210,0.0
29868,0.0
39305,1.0
30565,0.0
47830,1.0
13722,0.0
49462,1.0
4339,0.0
32633,1.0
40212,1.0
29094,0.0
40611,1.0
6463,0.0
5079,0.0
15213,0.0
40609,1.0
40701,1.0
14891,0.0
5955,0.0
21735,0.0
20632,0.0
558,0.0
49141,1.0
10235,0.0
32873,1.0
17252,0.0
6038,0.0
14986,0.0
32707,1.0
36170,1.0
14224,0.0
41120,1.0
3742,0.0
7711,0.0
123,0.0
10149,0.0
48944,1.0
4838,0.0
34604,1.0
45424,1.0
28306,0.0
3771,0.0
16501,0.0
20921,0.0
35592,1.0
6725,0.0
42839,1.0
30257,0.0
27045,0.0
8721,0.0
8191,0.0
40336,1.0
5632,0.0
20192,0.0
40478,1.0
27214,0.0
45312,1.0
45985,1.0
6935,0.0
14197,0.0
28442,0.0
12376,0.0
26857,0.0
36631,1.0
45992,1.0
15336,0.0
27658,0.0
7662,0.0
15968,0.0
16115,0.0
33621,1.0
6865,0.0
22564,0.0
25198,0.0
8281,0.0
96,0.0
28342,0.0
5211,0.0
18110,0.0
24268,0.0
19806,0.0
30543,0.0
22810,0.0
19971,0.0
43591,1.0
16664,0.0
5567,0.0
42907,1.0
36727,1.0
40545,1.0
44247,1.0
7482,0.0
39248,1.0
1510,0.0
33114,1.0
46292,1.0
48638,1.0
33587,1.0
9240,0.0
34250,1.0
15074,0.0
44151,1.0
27226,0.0
28821,0.0
24805,0.0
22910,0.0
45890,1.0
19214,0.0
23430,0.0
35059,1.0
2416,0.0
6890,0.0
18389,0.0
18661,0.0
27661,0.0
35786,1.0
1690,0.0
40656,1.0
37105,1.0
33895,1.0
41583,1.0
34952,1.0
41398,1.0
13115,0.0
32481,1.0
15299,0.0
29587,0.0
8221,0.0
4404,0.0
44992,1.0
39046,1.0
19239,0.0
24930,0.0
12300,0.0
23865,0.0
5427,0.0
34330,1.0
40432,1.0
29606,0.0
48426,1.0
17867,0.0
8413,0.0
35088,1.0
43847,1.0
26718,0.0
43301,1.0
22532,0.0
43265,1.0
3759,0.0
19898,0.0
5061,0.0
37857,1.0
12609,0.0
40714,1.0
45539,1.0
37597,1.0
47797,1.0
5222,0.0
23221,0.0
21956,0.0
30363,0.0
37761,1.0
25472,0.0
46556,1.0
16039,0.0
33918,1.0
35932,1.0
35863,1.0
26127,0.0
9195,0.0
26931,0.0
31504,0.0
40191,1.0
24609,0.0
32509,1.0
7528,0.0
46836,1.0
49730,1.0
12117,0.0
19269,0.0
38567,1.0
17694,0.0
49694,1.0
46572,1.0
748,0.0
44904,1.0
8819,0.0
12459,0.0
378,0.0
39007,1.0
6856,0.0
39751,1.0
12284,0.0
22308,0.0
47726,1.0
33074,1.0
31347,0.0
5261,0.0
10615,0.0
43092,1.0
28536,0.0
22518,0.0
5358,0.0
42788,1.0
7172,0.0
8815,0.0
47505,1.0
33418,1.0
42041,1.0
1437,0.0
36745,1.0
39961,1.0
16102,0.0
1222,0.0
19763,0.0
19179,0.0
22371,0.0
9630,0.0
14240,0.0
39307,1.0
49525,1.0
29133,0.0
22842,0.0
2184,0.0
40498,1.0
12303,0.0
33357,1.0
38062,1.0
15565,0.0
34862,1.0
48401,1.0
17253,0.0
28477,0.0
44803,1.0
40189,1.0
35289,1.0
14328,0.0
36388,1.0
10803,0.0
42828,1.0
10454,0.0
36988,1.0
29414,0.0
25502,0.0
18085,0.0
22774,0.0
10121,0.0
40389,1.0
45962,1.0
45561,1.0
43428,1.0
33177,1.0
20239,0.0
48767,1.0
17800,0.0
9361,0.0
1065,0.0
46491,1.0
19378,0.0
11658,0.0
18405,0.0
43959,1.0
2867,0.0
15758,0.0
44102,1.0
20999,0.0
18274,0.0
12261,0.0
37039,1.0
7412,0.0
12909,0.0
18040,0.0
45040,1.0
36607,1.0
21535,0.0
43277,1.0
7667,0.0
3220,0.0
15255,0.0
38120,1.0
16313,0.0
4064,0.0
46413,1.0
16579,0.0
46129,1.0
48122,1.0
23850,0.0
35142,1.0
13678,0.0
23428,0.0
44193,1.0
40694,1.0
18853,0.0
30825,0.0
37363,1.0
26476,0.0
17962,0.0
35964,1.0
20729,0.0
33821,1.0
34864,1.0
29777,0.0
30806,0.0
4963,0.0
24589,0.0
21961,0.0
22698,0.0
47900,1.0
5905,0.0
35405,1.0
33510,1.0
3745,0.0
5897,0.0
28709,0.0
24412,0.0
1475,0.0
41423,1.0
44694,1.0
5625,0.0
12305,0.0
35058,1.0
34105,1.0
1486,0.0
17957,0.0
27308,0.0
46052,1.0
42120,1.0
34507,1.0
6182,0.0
34569,1.0
42351,1.0
41196,1.0
15498,0.0
15196,0.0
23237,0.0
4604,0.0
12603,0.0
28959,0.0
13177,0.0
37170,1.0
28131,0.0
30456,0.0
13726,0.0
33137,1.0
15279,0.0
43521,1.0
5777,0.0
8753,0.0
32643,1.0
27247,0.0
21543,0.0
42341,1.0
31899,0.0
1610,0.0
23555,0.0
29478,0.0
29167,0.0
7691,0.0
16882,0.0
49348,1.0
30676,0.0
23280,0.0
7241,0.0
21185,0.0
15922,0.0
25984,0.0
47748,1.0
44744,1.0
29794,0.0
26884,0.0
42684,1.0
37912,1.0
9444,0.0
13360,0.0
47012,1.0
36968,1.0
43282,1.0
33525,1.0
25010,0.0
19701,0.0
22876,0.0
25777,0.0
31037,0.0
19904,0.0
4794,0.0
8930,0.0
23089,0.0
28330,0.0
42370,1.0
24424,0.0
28824,0.0
31911,0.0
48438,1.0
28281,0.0
24551,0.0
15726,0.0
2781,0.0
42777,1.0
23143,0.0
32617,1.0
9319,0.0
3944,0.0
17237,0.0
8123,0.0
38528,1.0
48358,1.0
7019,0.0
19415,0.0
45899,1.0
9286,0.0
32885,1.0
47977,1.0
6227,0.0
43639,1.0
14302,0.0
41578,1.0
16290,0.0
43792,1.0
30877,0.0
1656,0.0
10083,0.0
13488,0.0
19398,0.0
27124,0.0
28202,0.0
7634,0.0
17379,0.0
25399,0.0
48516,1.0
18615,0.0
16445,0.0
25061,0.0
14276,0.0
32315,1.0
10940,0.0
42260,1.0
37422,1.0
49823,1.0
9532,0.0
8355,0.0
46068,1.0
17323,0.0
47706,1.0
5547,0.0
3597,0.0
8241,0.0
14468,0.0
2636,0.0
35048,1.0
8576,0.0
19444,0.0
40016,1.0
48781,1.0
11272,0.0
20300,0.0
10978,0.0
46487,1.0
8161,0.0
30459,0.0
20311,0.0
14073,0.0
9607,0.0
36824,1.0
25128,0.0
11896,0.0
44165,1.0
38461,1.0
29704,0.0
26141,0.0
14475,0.0
33529,1.0
23243,0.0
48849,1.0
34612,1.0
40570,1.0
38316,1.0
46062,1.0
20842,0.0
32585,1.0
22165,0.0
49139,1.0
24307,0.0
25110,0.0
17763,0.0
42607,1.0
2730,0.0
10384,0.0
44479,1.0
41327,1.0
46665,1.0
27699,0.0
38074,1.0
34141,1.0
27048,0.0
15973,0.0
28530,0.0
23297,0.0
42269,1.0
25514,0.0
6528,0.0
9222,0.0
11480,0.0
37614,1.0
319,0.0
21938,0.0
32458,1.0
24572,0.0
4490,0.0
8934,0.0
6900,0.0
10220,0.0
33315,1.0
19126,0.0
17282,0.0
27196,0.0
15610,0.0
15031,0.0
33880,1.0
24283,0.0
35008,1.0
38131,1.0
1313,0.0
32571,1.0
11558,0.0
19106,0.0
3377,0.0
31523,0.0
30380,0.0
292,0.0
49646,1.0
31607,0.0
19620,0.0
8598,0.0
21396,0.0
19807,0.0
15215,0.0
14804,0.0
24598,0.0
7889,0.0
35616,1.0
32404,1.0
19064,0.0
14085,0.0
34912,1.0
47629,1.0
47034,1.0
43599,1.0
3817,0.0
45646,1.0
4008,0.0
5796,0.0
33732,1.0
26093,0.0
39965,1.0
32124,1.0
41176,1.0
34865,1.0
47109,1.0
32159,1.0
45658,1.0
45999,1.0
24582,0.0
24179,0.0
19365,0.0
21916,0.0
8725,0.0
10407,0.0
16408,0.0
9737,0.0
36682,1.0
47251,1.0
1439,0.0
19042,0.0
23438,0.0
19395,0.0
20722,0.0
14452,0.0
37046,1.0
14628,0.0
10217,0.0
33597,1.0
15827,0.0
9964,0.0
35512,1.0
7236,0.0
41730,1.0
13738,0.0
36994,1.0
37520,1.0
20752,0.0
32304,1.0
46221,1.0
26527,0.0
2291,0.0
10628,0.0
38553,1.0
22749,0.0
31579,0.0
37646,1.0
33244,1.0
47642,1.0
24301,0.0
30816,0.0
24450,0.0
49690,1.0
48020,1.0
28918,0.0
26988,0.0
25718,0.0
20558,0.0
28752,0.0
15729,0.0
794,0.0
49868,1.0
18145,0.0
48763,1.0
48626,1.0
5042,0.0
29541,0.0
38299,1.0
12703,0.0
29425,0.0
14570,0.0
3481,0.0
12325,0.0
43549,1.0
13641,0.0
40352,1.0
19814,0.0
754,0.0
42098,1.0
28241,0.0
26859,0.0
9938,0.0
17971,0.0
33369,1.0
28114,0.0
35003,1.0
24962,0.0
19691,0.0
39538,1.0
37907,1.0
10041,0.0
10138,0.0
8807,0.0
5706,0.0
37781,1.0
45805,1.0
41230,1.0
24468,0.0
7882,0.0
14935,0.0
47815,1.0
10779,0.0
47150,1.0
43200,1.0
10025,0.0
34397,1.0
114,0.0
48922,1.0
30729,0.0
33970,1.0
44512,1.0
45763,1.0
49931,1.0
31738,0.0
550,0.0
40518,1.0
44382,1.0
839,0.0
28498,0.0
4503,0.0
17838,0.0
24184,0.0
5597,0.0
24463,0.0
35701,1.0
27428,0.0
32782,1.0
10643,0.0
32434,1.0
18686,0.0
20233,0.0
2796,0.0
10132,0.0
34423,1.0
45695,1.0
21756,0.0
42040,1.0
3859,0.0
46552,1.0
22000,0.0
26544,0.0
48017,1.0
39030,1.0
41934,1.0
31780,0.0
20438,0.0
12848,0.0
16953,0.0
32884,1.0
28587,0.0
49019,1.0
37551,1.0
18507,0.0
42999,1.0
10536,0.0
11060,0.0
46813,1.0
39035,1.0
33484,1.0
34444,1.0
44169,1.0
23287,0.0
14856,0.0
24030,0.0
16696,0.0
26877,0.0
2413,0.0
23046,0.0
33596,1.0
4674,0.0
10084,0.0
6759,0.0
45701,1.0
21089,0.0
18339,0.0
15619,0.0
11386,0.0
40288,1.0
26704,0.0
30416,0.0
11125,0.0
29972,0.0
16947,0.0
44889,1.0
31484,0.0
16095,0.0
46248,1.0
5975,0.0
10284,0.0
19774,0.0
30498,0.0
46924,1.0
48111,1.0
32253,1.0
9338,0.0
46301,1.0
5623,0.0
21037,0.0
31522,0.0
22515,0.0
30421,0.0
40076,1.0
42628,1.0
45461,1.0
9719,0.0
27269,0.0
15868,0.0
31188,0.0
39295,1.0
10549,0.0
28660,0.0
40615,1.0
43217,1.0
40987,1.0
327,0.0
29994,0.0
24617,0.0
17784,0.0
22672,0.0
6092,0.0
19861,0.0
39265,1.0
674,0.0
29574,0.0
5977,0.0
22924,0.0
15097,0.0
22217,0.0
38206,1.0
4055,0.0
17666,0.0
8570,0.0
24654,0.0
41609,1.0
25163,0.0
35393,1.0
11859,0.0
24810,0.0
22781,0.0
12646,0.0
16908,0.0
20537,0.0
23674,0.0
35897,1.0
18760,0.0
47223,1.0
23778,0.0
17223,0.0
25094,0.0
44628,1.0
27845,0.0
11995,0.0
35988,1.0
511,0.0
26111,0.0
31074,0.0
7012,0.0
3039,0.0
47730,1.0
46583,1.0
14058,0.0
15306,0.0
40187,1.0
34089,1.0
14801,0.0
5198,0.0
24397,0.0
759,0.0
21248,0.0
25505,0.0
5125,0.0
9214,0.0
12280,0.0
28938,0.0
5783,0.0
4772,0.0
45365,1.0
13433,0.0
46383,1.0
43977,1.0
19081,0.0
6936,0.0
46879,1.0
35628,1.0
39259,1.0
35820,1.0
46295,1.0
24443,0.0
47514,1.0
13901,0.0
39396,1.0
43469,1.0
11176,0.0
12724,0.0
1523,0.0
30005,0.0
37195,1.0
38932,1.0
27977,0.0
1054,0.0
37237,1.0
2152,0.0
37828,1.0
18657,0.0
43571,1.0
40275,1.0
24237,0.0
33115,1.0
10476,0.0
47030,1.0
16606,0.0
16997,0.0
3198,0.0
29161,0.0
44559,1.0
24508,0.0
12311,0.0
38747,1.0
48477,1.0
15602,0.0
28424,0.0
24969,0.0
27630,0.0
49592,1.0
28486,0.0
36777,1.0
49531,1.0
24329,0.0
28037,0.0
46588,1.0
26135,0.0
48156,1.0
13524,0.0
15805,0.0
1533,0.0
23060,0.0
14100,0.0
23626,0.0
7199,0.0
29563,0.0
38946,1.0
12962,0.0
45253,1.0
21224,0.0
30258,0.0
6347,0.0
29265,0.0
43169,1.0
40387,1.0
19737,0.0
1900,0.0
121,0.0
2995,0.0
31158,0.0
29696,0.0
41023,1.0
6309,0.0
15250,0.0
28808,0.0
40905,1.0
21519,0.0
24203,0.0
49962,1.0
26339,0.0
39976,1.0
4953,0.0
43673,1.0
39708,1.0
28910,0.0
49840,1.0
9666,0.0
28105,0.0
43527,1.0
3563,0.0
16697,0.0
44316,1.0
21618,0.0
36361,1.0
45511,1.0
13761,0.0
26692,0.0
18493,0.0
5180,0.0
31445,0.0
29479,0.0
28483,0.0
40816,1.0
8301,0.0
13130,0.0
46812,1.0
895,0.0
44943,1.0
5160,0.0
38168,1.0
30517,0.0
49047,1.0
23215,0.0
19887,0.0
35578,1.0
3289,0.0
34652,1.0
16114,0.0
48935,1.0
29717,0.0
48798,1.0
39077,1.0
37914,1.0
9511,0.0
48750,1.0
48874,1.0
20226,0.0
47555,1.0
5754,0.0
10033,0.0
44623,1.0
640,0.0
48007,1.0
48304,1.0
12958,0.0
49725,1.0
32987,1.0
29498,0.0
17923,0.0
34026,1.0
44944,1.0
23266,0.0
38392,1.0
22186,0.0
18328,0.0
37,0.0
15039,0.0
22926,0.0
14066,0.0
6362,0.0
17023,0.0
13252,0.0
2679,0.0
23808,0.0
36914,1.0
1928,0.0
15698,0.0
42316,1.0
10172,0.0
8829,0.0
4690,0.0
18824,0.0
39609,1.0
14108,0.0
21249,0.0
31292,0.0
15904,0.0
19047,0.0
8455,0.0
8877,0.0
9928,0.0
17142,0.0
5394,0.0
28247,0.0
27391,0.0
27463,0.0
31348,0.0
8885,0.0
42353,1.0
31362,0.0
37724,1.0
39358,1.0
8621,0.0
7811,0.0
7897,0.0
34643,1.0
14979,0.0
36408,1.0
32185,1.0
35843,1.0
13604,0.0
33173,1.0
27737,0.0
40178,1.0
3599,0.0
7894,0.0
46633,1.0
10845,0.0
22456,0.0
9059,0.0
39468,1.0
49081,1.0
4454,0.0
17662,0.0
1416,0.0
49493,1.0
24619,0.0
44970,1.0
22509,0.0
48776,1.0
47296,1.0
49862,1.0
22767,0.0
45288,1.0
45715,1.0
30193,0.0
44612,1.0
36941,1.0
33689,1.0
23350,0.0
7649,0.0
30280,0.0
41611,1.0
28304,0.0
7806,0.0
37032,1.0
21653,0.0
20042,0.0
7714,0.0
24197,0.0
40028,1.0
31703,0.0
35420,1.0
34718,1.0
37232,1.0
39518,1.0
17316,0.0
22064,0.0
8516,0.0
34286,1.0
